D,complex_real,error_prob,hierarchical,proj
64.0,0.0,0.1729000061750412,0.0,countsketch_scatter
128.0,0.0,0.08950000256299973,0.0,countsketch_scatter
192.0,0.0,0.057999998331069946,0.0,countsketch_scatter
256.0,0.0,0.04619999974966049,0.0,countsketch_scatter
320.0,0.0,0.04019999876618385,0.0,countsketch_scatter
384.0,0.0,0.028599999845027924,0.0,countsketch_scatter
448.0,0.0,0.025599999353289604,0.0,countsketch_scatter
512.0,0.0,0.024800000712275505,0.0,countsketch_scatter
576.0,0.0,0.019500000402331352,0.0,countsketch_scatter
640.0,0.0,0.0210999995470047,0.0,countsketch_scatter
704.0,0.0,0.017500000074505806,0.0,countsketch_scatter
768.0,0.0,0.014499999582767487,0.0,countsketch_scatter
832.0,0.0,0.016100000590085983,0.0,countsketch_scatter
896.0,0.0,0.013100000098347664,0.0,countsketch_scatter
960.0,0.0,0.01360000018030405,0.0,countsketch_scatter
1024.0,0.0,0.011500000022351742,0.0,countsketch_scatter
1088.0,0.0,0.010999999940395355,0.0,countsketch_scatter
1152.0,0.0,0.008700000122189522,0.0,countsketch_scatter
1216.0,0.0,0.010099999606609344,0.0,countsketch_scatter
1280.0,0.0,0.011599999852478504,0.0,countsketch_scatter
1344.0,0.0,0.008200000040233135,0.0,countsketch_scatter
1408.0,0.0,0.008500000461935997,0.0,countsketch_scatter
1472.0,0.0,0.007000000216066837,0.0,countsketch_scatter
1536.0,0.0,0.007400000002235174,0.0,countsketch_scatter
1600.0,0.0,0.008200000040233135,0.0,countsketch_scatter
1664.0,0.0,0.008299999870359898,0.0,countsketch_scatter
1728.0,0.0,0.006599999964237213,0.0,countsketch_scatter
1792.0,0.0,0.006000000052154064,0.0,countsketch_scatter
1856.0,0.0,0.006099999882280827,0.0,countsketch_scatter
64.0,0.0,0.5751000046730042,0.0,rademacher
128.0,0.0,0.3472000062465668,0.0,rademacher
192.0,0.0,0.21789999306201935,0.0,rademacher
256.0,0.0,0.15240000188350677,0.0,rademacher
320.0,0.0,0.10719999670982361,0.0,rademacher
384.0,0.0,0.0737999975681305,0.0,rademacher
448.0,0.0,0.045099999755620956,0.0,rademacher
512.0,0.0,0.03700000047683716,0.0,rademacher
576.0,0.0,0.024900000542402267,0.0,rademacher
640.0,0.0,0.019899999722838402,0.0,rademacher
704.0,0.0,0.01269999984651804,0.0,rademacher
768.0,0.0,0.007899999618530273,0.0,rademacher
832.0,0.0,0.008299999870359898,0.0,rademacher
896.0,0.0,0.005900000222027302,0.0,rademacher
960.0,0.0,0.00279999990016222,0.0,rademacher
1024.0,0.0,0.0035000001080334187,0.0,rademacher
1088.0,0.0,0.0017000000225380063,0.0,rademacher
1152.0,0.0,0.0020000000949949026,0.0,rademacher
1216.0,0.0,0.0006000000284984708,0.0,rademacher
1280.0,0.0,0.0008999999845400453,0.0,rademacher
1344.0,0.0,0.0005000000237487257,0.0,rademacher
1408.0,0.0,0.0008999999845400453,0.0,rademacher
1472.0,0.0,0.00019999999494757503,0.0,rademacher
1536.0,0.0,9.999999747378752e-05,0.0,rademacher
1600.0,0.0,0.0,0.0,rademacher
1664.0,0.0,0.0,0.0,rademacher
1728.0,0.0,9.999999747378752e-05,0.0,rademacher
1792.0,0.0,0.0,0.0,rademacher
1856.0,0.0,0.0,0.0,rademacher
