D,complex_real,error_prob,hierarchical,proj
64.0,0.0,0.17599999904632568,0.0,countsketch_scatter
128.0,0.0,0.09300000220537186,0.0,countsketch_scatter
192.0,0.0,0.0560000017285347,0.0,countsketch_scatter
256.0,0.0,0.04800000041723251,0.0,countsketch_scatter
320.0,0.0,0.03500000014901161,0.0,countsketch_scatter
384.0,0.0,0.026000000536441803,0.0,countsketch_scatter
448.0,0.0,0.024000000208616257,0.0,countsketch_scatter
512.0,0.0,0.02500000037252903,0.0,countsketch_scatter
576.0,0.0,0.017000000923871994,0.0,countsketch_scatter
640.0,0.0,0.01899999938905239,0.0,countsketch_scatter
704.0,0.0,0.013000000268220901,0.0,countsketch_scatter
768.0,0.0,0.012000000104308128,0.0,countsketch_scatter
832.0,0.0,0.01600000075995922,0.0,countsketch_scatter
896.0,0.0,0.014000000432133675,0.0,countsketch_scatter
960.0,0.0,0.014000000432133675,0.0,countsketch_scatter
1024.0,0.0,0.017999999225139618,0.0,countsketch_scatter
1088.0,0.0,0.010999999940395355,0.0,countsketch_scatter
1152.0,0.0,0.007000000216066837,0.0,countsketch_scatter
1216.0,0.0,0.00800000037997961,0.0,countsketch_scatter
1280.0,0.0,0.010999999940395355,0.0,countsketch_scatter
1344.0,0.0,0.007000000216066837,0.0,countsketch_scatter
1408.0,0.0,0.008999999612569809,0.0,countsketch_scatter
1472.0,0.0,0.004999999888241291,0.0,countsketch_scatter
1536.0,0.0,0.003000000026077032,0.0,countsketch_scatter
1600.0,0.0,0.00800000037997961,0.0,countsketch_scatter
1664.0,0.0,0.00800000037997961,0.0,countsketch_scatter
1728.0,0.0,0.004999999888241291,0.0,countsketch_scatter
1792.0,0.0,0.004999999888241291,0.0,countsketch_scatter
1856.0,0.0,0.009999999776482582,0.0,countsketch_scatter
64.0,0.0,0.5590000152587891,0.0,rademacher
128.0,0.0,0.33899998664855957,0.0,rademacher
192.0,0.0,0.2150000035762787,0.0,rademacher
256.0,0.0,0.16699999570846558,0.0,rademacher
320.0,0.0,0.1080000028014183,0.0,rademacher
384.0,0.0,0.06300000101327896,0.0,rademacher
448.0,0.0,0.054999999701976776,0.0,rademacher
512.0,0.0,0.04399999976158142,0.0,rademacher
576.0,0.0,0.02800000086426735,0.0,rademacher
640.0,0.0,0.01600000075995922,0.0,rademacher
704.0,0.0,0.00800000037997961,0.0,rademacher
768.0,0.0,0.012000000104308128,0.0,rademacher
832.0,0.0,0.004999999888241291,0.0,rademacher
896.0,0.0,0.004999999888241291,0.0,rademacher
960.0,0.0,0.0020000000949949026,0.0,rademacher
1024.0,0.0,0.003000000026077032,0.0,rademacher
1088.0,0.0,0.0,0.0,rademacher
1152.0,0.0,0.0020000000949949026,0.0,rademacher
1216.0,0.0,0.0010000000474974513,0.0,rademacher
1280.0,0.0,0.0010000000474974513,0.0,rademacher
1344.0,0.0,0.0010000000474974513,0.0,rademacher
1408.0,0.0,0.0,0.0,rademacher
1472.0,0.0,0.0,0.0,rademacher
1536.0,0.0,0.0,0.0,rademacher
1600.0,0.0,0.0,0.0,rademacher
1664.0,0.0,0.0,0.0,rademacher
1728.0,0.0,0.0,0.0,rademacher
1792.0,0.0,0.0,0.0,rademacher
1856.0,0.0,0.0,0.0,rademacher
64.0,1.0,0.3799999952316284,0.0,rademacher
128.0,1.0,0.23199999332427979,0.0,rademacher
192.0,1.0,0.11400000005960464,0.0,rademacher
256.0,1.0,0.06800000369548798,0.0,rademacher
320.0,1.0,0.0430000014603138,0.0,rademacher
384.0,1.0,0.023000000044703484,0.0,rademacher
448.0,1.0,0.014999999664723873,0.0,rademacher
512.0,1.0,0.013000000268220901,0.0,rademacher
576.0,1.0,0.00800000037997961,0.0,rademacher
640.0,1.0,0.004000000189989805,0.0,rademacher
704.0,1.0,0.006000000052154064,0.0,rademacher
768.0,1.0,0.0020000000949949026,0.0,rademacher
832.0,1.0,0.0010000000474974513,0.0,rademacher
896.0,1.0,0.0020000000949949026,0.0,rademacher
960.0,1.0,0.0,0.0,rademacher
1024.0,1.0,0.0010000000474974513,0.0,rademacher
1088.0,1.0,0.0,0.0,rademacher
1152.0,1.0,0.0,0.0,rademacher
1216.0,1.0,0.0,0.0,rademacher
1280.0,1.0,0.0,0.0,rademacher
1344.0,1.0,0.0,0.0,rademacher
1408.0,1.0,0.0,0.0,rademacher
1472.0,1.0,0.0,0.0,rademacher
1536.0,1.0,0.0,0.0,rademacher
1600.0,1.0,0.0,0.0,rademacher
1664.0,1.0,0.0,0.0,rademacher
1728.0,1.0,0.0,0.0,rademacher
1792.0,1.0,0.0,0.0,rademacher
1856.0,1.0,0.0,0.0,rademacher
64.0,0.0,0.4909999966621399,0.0,srht
128.0,0.0,0.23100000619888306,0.0,srht
192.0,0.0,0.11100000143051147,0.0,srht
256.0,0.0,0.054999999701976776,0.0,srht
320.0,0.0,0.028999999165534973,0.0,srht
384.0,0.0,0.020999999716877937,0.0,srht
448.0,0.0,0.012000000104308128,0.0,srht
512.0,0.0,0.003000000026077032,0.0,srht
576.0,0.0,0.0020000000949949026,0.0,srht
640.0,0.0,0.0010000000474974513,0.0,srht
704.0,0.0,0.0,0.0,srht
768.0,0.0,0.0,0.0,srht
832.0,0.0,0.0010000000474974513,0.0,srht
896.0,0.0,0.0010000000474974513,0.0,srht
960.0,0.0,0.0,0.0,srht
1024.0,0.0,0.0,0.0,srht
1088.0,0.0,0.0,0.0,srht
1152.0,0.0,0.0,0.0,srht
1216.0,0.0,0.0,0.0,srht
1280.0,0.0,0.0,0.0,srht
1344.0,0.0,0.0,0.0,srht
1408.0,0.0,0.0,0.0,srht
1472.0,0.0,0.0,0.0,srht
1536.0,0.0,0.0,0.0,srht
1600.0,0.0,0.0,0.0,srht
1664.0,0.0,0.0,0.0,srht
1728.0,0.0,0.0,0.0,srht
1792.0,0.0,0.0,0.0,srht
1856.0,0.0,0.0,0.0,srht
64.0,1.0,0.19699999690055847,0.0,srht
128.0,1.0,0.10400000214576721,0.0,srht
192.0,1.0,0.052000001072883606,0.0,srht
256.0,1.0,0.028999999165534973,0.0,srht
320.0,1.0,0.01899999938905239,0.0,srht
384.0,1.0,0.009999999776482582,0.0,srht
448.0,1.0,0.01600000075995922,0.0,srht
512.0,1.0,0.00800000037997961,0.0,srht
576.0,1.0,0.004999999888241291,0.0,srht
640.0,1.0,0.004999999888241291,0.0,srht
704.0,1.0,0.0020000000949949026,0.0,srht
